DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,14q21.3,14,47737481,Intergenic,MDGA2 - MIR548Y,ENSG00000139915,ENSG00000263945,,61876,23514,rs150061627-T,rs150061627,0,150061627,intergenic_variant,1,0.004,5E-06,5.301029995663980,(liability model),0.68,[0.39-0.97] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,20q13.12,20,44233181,Intergenic,OSER1-DT - GDAP1L1,ENSG00000223891,ENSG00000124194,,7154,13918,rs190457471-A,rs190457471,0,190457471,intergenic_variant,1,0.004,5E-06,5.301029995663980,(liability model),0.68,[0.39-0.97] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,10p11.22,10,31115466,Intergenic,ZNF438 - LINC02664,ENSG00000183621,ENSG00000272381,,83529,72249,rs141387448-T,rs141387448,0,141387448,intron_variant,1,0.005,4E-06,5.3979400086720400,(liability model),0.68,[0.39-0.97] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,16q24.2,16,87653662,JPH3,JPH3,,,ENSG00000154118,,,rs117760708-T,rs117760708,0,117760708,non_coding_transcript_exon_variant,0,0.004,3E-06,5.522878745280340,(liability model),0.73,[0.42-1.04] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,18q11.2,18,26735845,Intergenic,AQP4-AS1,,,ENSG00000260372,,,rs187423924-A,rs187423924,0,187423924,intron_variant,0,0.004,4E-06,5.3979400086720400,(liability model),0.74,[0.43-1.05] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,5q23.1,5,121563422,Intergenic,NA - RPL23AP44,,ENSG00000244088,,,12426,rs181634374-T,rs181634374,0,181634374,intergenic_variant,1,0.003,8E-06,5.096910013008060,(liability model),0.77,[0.44-1.1] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,17p12,17,14641688,Intergenic,NA - RPS18P12,,ENSG00000230897,,,63388,rs145228677-C,rs145228677,0,145228677,intergenic_variant,1,0.004,7E-06,5.154901959985740,(liability model),0.79,[0.44-1.14] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,18q12.3,18,39619094,Intergenic,MIR924HG,,,ENSG00000267374,,,rs188699384-A,rs188699384,0,188699384,intron_variant,0,0.003,5E-06,5.301029995663980,(liability model),0.79,[0.46-1.12] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,6p21.1,6,41696609,TFEB,TFEB,,,ENSG00000112561,,,rs148003968-A,rs148003968,0,148003968,intron_variant,0,0.003,5E-06,5.301029995663980,(liability model),0.81,[0.46-1.16] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,2p11.2,2,84597852,DNAH6,DNAH6,,,ENSG00000115423,,,rs185867524-A,rs185867524,0,185867524,intron_variant,0,0.004,5E-06,5.301029995663980,(liability model),0.86,[0.49-1.23] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,7p21.1,7,18212452,HDAC9,HDAC9,,,ENSG00000048052,,,rs117756856-A,rs117756856,0,117756856,intron_variant,0,0.003,9E-06,5.045757490560680,(liability model),0.89,[0.5-1.28] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,11q13.4,11,70820116,SHANK2,SHANK2,,,ENSG00000162105,,,rs184457411-A,rs184457411,0,184457411,intron_variant,0,0.003,8E-06,5.096910013008060,(liability model),0.92,[0.51-1.33] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,8p11.22,8,39576416,Intergenic,ADAM3A - ADAM18,ENSG00000197475,ENSG00000168619,,53564,8073,rs180751169-T,rs180751169,0,180751169,intron_variant,1,0.002,5E-06,5.301029995663980,(liability model),0.94,[0.53-1.35] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,2q37.1,2,233651485,"UGT1A8, UGT1A10","UGT1A10, UGT1A8",,,"ENSG00000242515, ENSG00000242366",,,rs188392327-A,rs188392327,0,188392327,intron_variant,0,0.002,2E-06,5.698970004336020,(liability model),0.99,[0.58-1.4] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,7q34,7,139942249,TBXAS1,TBXAS1,,,ENSG00000059377,,,rs192232892-T,rs192232892,0,192232892,intron_variant,0,0.002,3E-06,5.522878745280340,(liability model),0.99,[0.58-1.4] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,16q21,16,57869386,Intergenic,KIFC3 - CNGB1,ENSG00000140859,ENSG00000070729,,6333,12954,rs149839710-A,rs149839710,0,149839710,intergenic_variant,1,0.002,9E-06,5.045757490560680,(liability model),1,[0.55-1.45] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,5p14.1,5,28577827,Intergenic,NA - RNU6-909P,,ENSG00000252867,,,46830,rs150631144-T,rs150631144,0,150631144,intron_variant,1,0.002,1E-07,7,(liability model),1.13,[0.72-1.54] unit increase,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,9q21.31,9,81079667,Intergenic,,,,,,,rs144573434-T,rs144573434,0,144573434,regulatory_region_variant,1,0.997,5E-07,6.301029995663980,(liability model),1.14,[0.69-1.59] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,12q14.3,12,65859519,HMGA2,"HMGA2-AS1, HMGA2",,,"ENSG00000197301, ENSG00000149948",,,rs145282773-T,rs145282773,0,145282773,non_coding_transcript_exon_variant,0,0.997,2E-06,5.698970004336020,(liability model),1.04,[0.61-1.47] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,2q33.1,2,198252846,Intergenic,PLCL1,,,ENSG00000115896,,,rs147150305-A,rs147150305,0,147150305,intron_variant,0,0.984,4E-07,6.3979400086720400,(liability model),0.35,[0.21-0.49] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,13q32.1,13,94628579,GPR180,GPR180,,,ENSG00000152749,,,rs187295598-T,rs187295598,0,187295598,3_prime_UTR_variant,0,0.988,6E-06,5.221848749616360,(liability model),0.34,[0.18-0.5] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,15q24.3,15,77611050,Intergenic,NA - LINGO1,,ENSG00000169783,,,1977,rs142660142-T,rs142660142,0,142660142,regulatory_region_variant,1,0.986,2E-06,5.698970004336020,(liability model),0.34,[0.2-0.48] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,7q21.11,7,83870966,Intergenic,NA - SEMA3A,,ENSG00000075213,,,84811,rs185170954-A,rs185170954,0,185170954,intergenic_variant,1,0.997,9E-06,5.045757490560680,(liability model),0.82,[0.47-1.17] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,3q26.2,3,169273046,MECOM,MECOM,,,ENSG00000085276,,,rs115798104-A,rs115798104,0,115798104,intron_variant,0,0.997,9E-07,6.045757490560680,(liability model),0.8,[0.49-1.11] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,8p23.1,8,6680850,Intergenic,"MCPH1-AS1, MCPH1-AS1",,,"ENSG00000249898, ENSG00000285400",,,rs181696879-A,rs181696879,0,181696879,intron_variant,0,0.994,4E-07,6.3979400086720400,(liability model),0.67,[0.42-0.92] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,8q22.3,8,103186989,BAALC,"BAALC, BAALC-AS1",,,"ENSG00000164929, ENSG00000247081",,,rs75635567-T,rs75635567,0,75635567,intron_variant,0,0.985,5E-06,5.301029995663980,(liability model),0.3,[0.16-0.44] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,8q21.13,8,80432793,Intergenic,RNU6-1213P - Y_RNA,ENSG00000252884,ENSG00000280632,,27184,51796,rs141846544-T,rs141846544,0,141846544,intron_variant,1,0.996,9E-06,5.045757490560680,(liability model),0.65,[0.36-0.94] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,1p36.13,1,19288434,AKR7A3,AKR7A3,,,ENSG00000162482,,,rs117022236-A,rs117022236,0,117022236,intron_variant,0,0.995,4E-06,5.3979400086720400,(liability model),0.63,[0.36-0.9] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,6q14.1,6,78889320,IRAK1BP1,IRAK1BP1,,,ENSG00000146243,,,rs140587050-C,rs140587050,0,140587050,intron_variant,0,0.995,5E-06,5.301029995663980,(liability model),0.63,[0.36-0.9] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
2017-03-24,27770636,Mez J,2016-10-20,Alzheimers Dement,www.ncbi.nlm.nih.gov/pubmed/27770636,"Two novel loci, COBL and SLC10A2, for Alzheimer's disease in African Americans.",Late-onset Alzheimer's disease,"1,825 African American ancestry cases, 3,784 African American ancestry controls",,15q24.3,15,76713822,SCAPER,SCAPER,,,ENSG00000140386,,,rs183291664-T,rs183291664,0,183291664,intron_variant,0,0.996,3E-06,5.522878745280340,(liability model),0.58,[0.34-0.82] unit decrease,NR [19725427] (imputed),N,late-onset Alzheimers disease,http://www.ebi.ac.uk/efo/EFO_1001870,GCST003815,Genome-wide genotyping array
